Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad,Age_equal_depth,Height_equal_depth,Weight_equal_depth
Male,0.2142327659574469,0.48473962264150927,0.34883378358208955,yes,yes,2.0,2.994198,Sometimes,no,2.747302,no,0.0,0.799756,Sometimes,Public_Transportation,Overweight_Level_II,2,2,2
Female,0.20699376595744678,0.4028471698113205,0.3059701492537313,yes,yes,2.0,3.0,Sometimes,no,2.13755,no,0.0,0.124977,no,Public_Transportation,Overweight_Level_II,2,1,1
Male,0.323745085106383,0.5703113207547168,0.3663885223880597,yes,yes,2.0,1.894384,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II,3,2,2
Male,0.22875555319148932,0.5383830188679246,0.3308785149253732,yes,yes,2.607335,3.0,Sometimes,no,2.0,no,0.451009,0.630866,Sometimes,Public_Transportation,Overweight_Level_II,2,2,2
Female,0.3186764255319149,0.4716981132075473,0.291044776119403,yes,yes,3.0,3.0,Sometimes,no,1.507638,no,1.82434,1.0,Frequently,Automobile,Overweight_Level_II,3,1,1
Male,0.07322538297872344,0.4716981132075473,0.33144829850746266,yes,no,2.061384,2.579291,Sometimes,no,1.909253,no,1.0,0.962468,Sometimes,Public_Transportation,Overweight_Level_II,0,1,2
Female,0.10906691489361703,0.3467811320754719,0.28998904477611936,yes,no,2.696381,3.0,Sometimes,no,2.472964,no,1.856119,1.0,Sometimes,Public_Transportation,Overweight_Level_II,0,1,1
Male,0.21537423404255318,0.7674698113207548,0.42453026865671645,yes,yes,1.116068,2.449067,Sometimes,no,2.0,no,0.92635,1.97117,Sometimes,Public_Transportation,Overweight_Level_II,2,3,2
Male,0.19148936170212766,0.6119433962264149,0.38059701492537307,yes,yes,2.116432,3.0,Sometimes,no,1.002292,no,0.0,1.066708,Sometimes,Public_Transportation,Overweight_Level_II,2,3,2
Female,0.3154083829787234,0.4716981132075473,0.291044776119403,yes,yes,3.0,3.0,Sometimes,no,2.147074,no,1.416076,1.0,Frequently,Automobile,Overweight_Level_II,3,1,1
Male,0.42988534042553195,0.5085075471698115,0.33892921641791046,yes,yes,2.031246,3.0,Sometimes,no,2.803002,no,1.98448,0.418623,no,Automobile,Overweight_Level_II,3,2,2
Female,0.30144253191489356,0.392833962264151,0.291044776119403,yes,yes,2.938031,1.532833,Sometimes,no,1.931242,no,0.525002,0.371941,Frequently,Automobile,Overweight_Level_II,3,1,1
Male,0.8752740638297871,0.39098301886792486,0.31338218656716416,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Automobile,Overweight_Level_II,3,1,1
Male,0.4461780212765958,0.49688301886792496,0.3412106119402985,yes,yes,2.884212,3.0,Sometimes,no,3.0,no,2.0,0.8324,no,Automobile,Overweight_Level_II,3,2,2
Male,0.14865604255319154,0.42863773584905696,0.3088027985074627,yes,yes,2.0,2.961706,Sometimes,no,2.0,no,1.661556,1.114716,no,Public_Transportation,Overweight_Level_II,1,1,1
Female,0.5186820425531915,0.43028301886792475,0.2852580149253731,yes,yes,2.444599,3.0,Sometimes,no,1.029798,no,0.0,0.0,no,Automobile,Overweight_Level_II,3,1,1
Male,0.17423,0.5051358490566038,0.3203724626865672,yes,yes,2.0,1.152521,Sometimes,no,1.723159,no,1.39016,1.094941,Sometimes,Public_Transportation,Overweight_Level_II,1,2,1
Female,0.15068902127659578,0.06883773584905661,0.15759696268656714,yes,no,2.0,1.104642,Sometimes,no,1.0,no,0.0,0.969097,no,Public_Transportation,Overweight_Level_II,1,0,0
Female,0.24028089361702132,0.10071509433962289,0.18912282835820898,yes,no,2.0,1.0,Sometimes,no,1.639807,no,0.072117,0.0,no,Public_Transportation,Overweight_Level_II,2,0,0
Male,0.19148936170212766,0.507511320754717,0.31843246268656716,yes,yes,2.0,1.729553,Sometimes,no,1.400247,no,0.887923,1.011983,Sometimes,Public_Transportation,Overweight_Level_II,2,2,1
Female,0.5355325319148936,0.4497245283018865,0.300588776119403,yes,yes,3.0,3.0,Sometimes,no,2.994515,no,0.0,0.0,no,Automobile,Overweight_Level_II,3,1,1
Female,0.4264729574468086,0.40718301886792485,0.2843206940298508,yes,yes,2.976975,1.346987,Sometimes,no,1.868349,no,0.702538,0.879333,no,Automobile,Overweight_Level_II,3,1,1
Male,0.4081303617021277,0.7329075471698112,0.4330540970149253,yes,yes,2.0,1.977221,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II,3,3,2
Female,0.12387225531914892,0.3838320754716982,0.2693316343283582,yes,no,2.766036,2.443812,Sometimes,no,2.707927,no,0.702839,0.827439,Sometimes,Public_Transportation,Overweight_Level_II,0,1,1
Male,0.1095682127659574,0.47135471698113207,0.291044776119403,yes,no,1.096455,2.491315,Sometimes,no,2.450069,no,0.0,0.726118,Sometimes,Public_Transportation,Overweight_Level_II,0,1,1
Male,0.6913161489361702,0.5058433962264153,0.37015580597014924,yes,yes,2.129969,3.0,Sometimes,no,1.568035,no,0.870127,0.0,no,Automobile,Overweight_Level_II,3,2,2
Male,0.08286774468085112,0.5309226415094339,0.3363050373134328,yes,no,2.019674,2.843319,Sometimes,no,2.832004,no,1.0,0.608607,Sometimes,Public_Transportation,Overweight_Level_II,0,2,2
Male,0.10393297872340429,0.471069811320755,0.3035666417910448,yes,no,2.735297,2.157164,Sometimes,no,1.087166,no,0.110174,0.003695,no,Public_Transportation,Overweight_Level_II,0,1,1
Female,0.5188122765957447,0.46910566037735846,0.2958007985074627,yes,yes,3.0,3.0,Sometimes,no,2.503198,no,0.0,0.0,no,Automobile,Overweight_Level_II,3,1,1
Male,0.184588914893617,0.7052169811320756,0.4324273283582089,yes,yes,1.588782,2.601675,Sometimes,no,2.469469,no,1.736538,1.886855,Sometimes,Public_Transportation,Overweight_Level_II,1,3,2
Male,0.40530044680851063,0.48819245283018864,0.32837046268656717,yes,yes,2.0,1.171027,Sometimes,no,2.405172,no,2.300282,0.0,no,Automobile,Overweight_Level_II,3,2,2
Female,0.49372708510638297,0.41031886792452843,0.3133833805970149,yes,yes,2.01054,2.77684,Sometimes,no,1.651548,no,0.0,0.790967,no,Automobile,Overweight_Level_II,3,1,1
Female,0.10696631914893617,0.26065471698113196,0.2607408059701492,yes,no,3.0,3.362758,Sometimes,no,2.0,no,2.892922,1.0,Sometimes,Public_Transportation,Overweight_Level_II,0,0,1
Male,0.49983923404255315,0.7264603773584906,0.3982713358208955,yes,yes,2.0,1.672706,Sometimes,no,2.766674,no,1.0,0.027093,Sometimes,Automobile,Overweight_Level_II,3,3,2
Male,0.2267574042553192,0.4883018867924531,0.33223964925373134,yes,yes,2.689577,2.714115,Sometimes,no,2.279214,no,0.970661,0.828549,Sometimes,Public_Transportation,Overweight_Level_II,2,2,2
Male,0.08535570212765953,0.4358320754716978,0.3041262388059702,yes,yes,2.413156,2.521546,Sometimes,no,1.985312,no,0.00705,0.965464,Sometimes,Public_Transportation,Overweight_Level_II,0,1,1
Male,0.28403712765957445,0.72692641509434,0.43722582089552237,yes,yes,2.923433,1.338033,Sometimes,no,1.944095,no,1.931829,1.0,Sometimes,Public_Transportation,Overweight_Level_II,3,3,2
Male,0.08510638297872342,0.552488679245283,0.3549637910447761,yes,yes,3.0,3.0,Sometimes,no,2.0,no,2.040816,0.860321,Sometimes,Public_Transportation,Overweight_Level_II,0,2,2
Male,0.4044528723404255,0.5494188679245284,0.3415921567164179,yes,yes,2.0,3.0,Sometimes,no,2.035954,no,1.210736,0.0,no,Automobile,Overweight_Level_II,3,2,2
Male,0.08510638297872342,0.584379245283019,0.35134701492537307,yes,yes,2.882522,3.0,Sometimes,no,2.452986,no,1.0,0.746651,Sometimes,Public_Transportation,Overweight_Level_II,0,2,2
Male,0.34211427659574467,0.6804075471698114,0.4019421940298507,yes,yes,2.0,3.0,Sometimes,no,1.622638,no,0.033745,0.105895,Sometimes,Public_Transportation,Overweight_Level_II,3,3,2
Male,0.23480670212765953,0.5907566037735852,0.3696420298507463,yes,yes,1.973499,1.081805,Sometimes,no,2.0,no,0.0,0.464022,Sometimes,Public_Transportation,Overweight_Level_II,2,2,2
Female,0.08932600000000002,0.17610943396226464,0.2447759850746269,yes,no,3.0,3.087119,Sometimes,no,2.0,no,1.403872,1.0,no,Public_Transportation,Overweight_Level_II,0,0,1
Female,0.45651757446808505,0.38077735849056626,0.30177552985074624,yes,yes,2.156065,2.909117,Sometimes,no,1.221281,no,0.503279,1.796136,no,Automobile,Overweight_Level_II,3,1,1
Male,0.20865508510638298,0.5330037735849054,0.33998355970149247,yes,yes,2.992205,3.0,Sometimes,no,2.413813,no,0.458237,0.688293,Sometimes,Public_Transportation,Overweight_Level_II,2,2,2
Female,0.5402674255319149,0.4836773584905658,0.34866259701492536,yes,yes,2.944287,1.466393,Sometimes,no,2.442775,no,0.675262,0.779334,no,Automobile,Overweight_Level_II,3,2,2
Male,0.15711189361702127,0.6239226415094339,0.3781149701492537,yes,yes,1.780746,1.471053,Sometimes,no,2.0,no,0.467562,0.568668,Sometimes,Public_Transportation,Overweight_Level_II,1,3,2
Male,0.1857534893617021,0.5824283018867922,0.37816155223880593,yes,yes,2.164062,2.983201,Sometimes,no,2.168904,no,0.752926,0.0,Sometimes,Public_Transportation,Overweight_Level_II,1,2,2
Male,0.15331127659574467,0.4803264150943396,0.3059701492537313,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.847761,1.413375,no,Public_Transportation,Overweight_Level_II,1,2,1
Male,0.1560304042553191,0.5029150943396226,0.3060135,yes,yes,2.0,2.783336,Sometimes,no,2.0,no,2.536615,1.206535,no,Public_Transportation,Overweight_Level_II,1,2,1
Male,0.3997255531914894,0.8562867924528303,0.45382420149253727,yes,yes,2.0,1.863012,Sometimes,no,2.196471,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II,3,3,2
Male,0.39595782978723393,0.5519584905660375,0.3312759925373135,yes,yes,2.247704,3.053598,Sometimes,no,1.919629,no,0.408023,0.0,no,Automobile,Overweight_Level_II,3,2,2
Male,0.3409063404255319,0.5617716981132075,0.3307026641791044,yes,yes,2.011656,3.165837,Sometimes,no,1.844645,no,0.889963,0.395979,no,Automobile,Overweight_Level_II,3,2,2
Male,0.15155421276595749,0.503843396226415,0.3059701492537313,yes,yes,2.0,3.0,Sometimes,no,2.0,no,2.270555,1.343044,no,Public_Transportation,Overweight_Level_II,1,2,1
Female,0.1912733191489362,0.37735849056603765,0.3059701492537313,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.146919,2.0,no,Public_Transportation,Overweight_Level_II,2,1,1
Female,0.219577744680851,0.24136037735849047,0.1962177537313432,yes,no,2.03414,2.741413,Sometimes,no,1.996384,no,1.276552,1.019452,no,Public_Transportation,Overweight_Level_II,2,0,0
Male,0.4952191063829787,0.5585943396226414,0.3304644179104477,yes,yes,2.746408,1.058123,Sometimes,no,2.265727,no,0.885633,0.673408,no,Automobile,Overweight_Level_II,3,2,2
Male,0.4276207234042553,0.738020754716981,0.39401569402985076,yes,yes,2.0,2.997414,Sometimes,no,1.259454,no,0.935217,0.9976,Sometimes,Automobile,Overweight_Level_II,3,3,2
Female,0.14896344680851065,0.12829811320754736,0.19176304477611938,yes,no,2.1239,1.672958,Sometimes,no,2.0,no,1.582428,1.313363,no,Public_Transportation,Overweight_Level_II,1,0,0
Female,0.16936042553191488,0.06280000000000019,0.17831554477611938,yes,no,2.0,1.680838,Sometimes,no,1.833635,no,0.281876,0.575848,no,Public_Transportation,Overweight_Level_II,1,0,0
Male,0.12330359574468086,0.582966037735849,0.36463754477611937,yes,yes,2.332074,3.0,Sometimes,no,2.999495,no,2.405963,0.441502,Sometimes,Public_Transportation,Overweight_Level_II,0,2,2
Female,0.10829836170212764,0.21213962264150954,0.23464757462686564,yes,no,2.748243,3.070386,Sometimes,no,1.962322,no,1.145752,1.0,no,Public_Transportation,Overweight_Level_II,0,0,1
Female,0.1451160638297872,0.18314339622641507,0.21248717910447762,yes,no,2.303656,3.0,Sometimes,no,1.163111,no,1.926381,1.119877,no,Public_Transportation,Overweight_Level_II,1,0,1
Male,0.17206502127659573,0.6461037735849056,0.38058752985074623,yes,yes,1.904732,2.608416,Sometimes,no,1.204175,no,0.0,1.895312,Sometimes,Public_Transportation,Overweight_Level_II,1,3,2
Male,0.17416502127659578,0.6312358490566035,0.3793782985074627,yes,yes,1.979944,1.599464,Sometimes,no,2.0,no,0.17048,0.819475,Sometimes,Public_Transportation,Overweight_Level_II,1,3,2
Female,0.19108419148936173,0.47210566037735857,0.30950438059701485,yes,yes,2.0,2.815255,Sometimes,no,1.622214,no,0.463891,1.462664,no,Public_Transportation,Overweight_Level_II,2,1,1
Male,0.19148936170212766,0.4190584905660377,0.3129830820895522,yes,yes,2.0,2.395785,Sometimes,no,1.40077,no,0.788659,1.544357,no,Public_Transportation,Overweight_Level_II,2,1,1
Male,0.2168275744680851,0.4716981132075473,0.3421593208955224,yes,yes,2.0,3.0,Sometimes,no,2.056053,no,0.0,1.0,Sometimes,Public_Transportation,Overweight_Level_II,2,1,2
Male,0.21148999999999996,0.5119773584905665,0.33572174626865675,yes,yes,2.407817,2.844138,Sometimes,no,1.983649,no,0.868721,0.089354,Sometimes,Public_Transportation,Overweight_Level_II,2,2,2
Female,0.2679069787234043,0.4716981132075473,0.2911073731343283,yes,yes,2.734314,3.0,Sometimes,no,3.0,no,0.897702,0.908271,Frequently,Public_Transportation,Overweight_Level_II,3,1,1
Male,0.36733251063829786,0.6662811320754716,0.38844936567164184,yes,yes,2.0,3.0,Sometimes,no,1.199517,no,0.047738,0.163329,Sometimes,Public_Transportation,Overweight_Level_II,3,3,2
Female,0.2048757234042553,0.47173584905660393,0.3091077164179104,yes,yes,2.0,3.0,Sometimes,no,2.386904,no,0.926201,1.34403,Sometimes,Public_Transportation,Overweight_Level_II,2,1,1
Female,0.25974753191489364,0.4716981132075473,0.29135326865671635,yes,yes,2.784383,3.0,Sometimes,no,2.165605,no,0.855973,0.839659,Frequently,Automobile,Overweight_Level_II,3,1,1
Male,0.07849057446808505,0.49735660377358526,0.3304906940298507,yes,yes,2.009952,2.716106,Sometimes,no,1.660614,no,1.0,0.60473,Sometimes,Public_Transportation,Overweight_Level_II,0,2,2
Male,0.1098078723404255,0.40137358490566033,0.28711346268656707,yes,no,2.008656,1.402771,Sometimes,no,3.0,no,0.112383,0.32803,Sometimes,Public_Transportation,Overweight_Level_II,0,1,1
Male,0.24377936170212766,0.7309415094339622,0.4250151268656716,yes,yes,1.122127,2.865657,Sometimes,no,2.0,no,1.28775,1.944177,Sometimes,Public_Transportation,Overweight_Level_II,2,3,2
Male,0.19123412765957448,0.6759811320754716,0.3907708432835821,yes,yes,1.963965,1.836226,Sometimes,no,1.85537,no,0.0,1.667745,Sometimes,Public_Transportation,Overweight_Level_II,2,3,2
Male,0.20432321276595744,0.4990716981132075,0.3443068134328358,yes,yes,2.319776,2.884848,Sometimes,no,2.154898,no,0.325534,0.954216,Sometimes,Public_Transportation,Overweight_Level_II,2,2,2
Male,0.18899059574468086,0.6480207547169812,0.37991984328358214,yes,yes,1.899116,2.375026,Sometimes,no,1.39854,no,0.0,1.365793,Sometimes,Public_Transportation,Overweight_Level_II,2,3,2
Female,0.20395868085106383,0.4726396226415095,0.314243276119403,yes,yes,2.042762,2.9774,Sometimes,no,1.522426,no,0.501417,1.029135,Sometimes,Public_Transportation,Overweight_Level_II,2,1,1
Male,0.43473763829787226,0.46225849056603785,0.33918972388059704,yes,yes,2.129668,2.693646,Sometimes,no,2.60669,no,1.170823,0.290898,no,Automobile,Overweight_Level_II,3,1,2
Female,0.2441062765957447,0.45077547169811316,0.2942872537313433,yes,yes,2.182401,2.832018,Sometimes,no,2.456939,no,0.038809,0.524015,Frequently,Public_Transportation,Overweight_Level_II,2,1,1
Male,0.8728190212765958,0.4214981132075475,0.3089575074626865,yes,yes,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,no,Automobile,Overweight_Level_II,3,1,1
Male,0.4392986382978723,0.6028283018867922,0.3432835820895522,yes,yes,2.802696,3.0,Sometimes,no,2.978465,no,1.974656,0.936925,no,Automobile,Overweight_Level_II,3,3,2
Male,0.1701560638297872,0.37735849056603765,0.3059701492537313,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.527341,2.0,no,Public_Transportation,Overweight_Level_II,1,1,1
Male,0.08897491489361703,0.40126226415094335,0.3049518358208955,yes,no,2.492758,2.270163,Sometimes,no,1.992586,no,1.452467,0.864583,no,Public_Transportation,Overweight_Level_II,0,1,1
Female,0.5902836808510639,0.4313396226415094,0.3048451641791045,yes,yes,2.733129,3.0,Sometimes,no,1.302594,no,0.0,1.103349,no,Automobile,Overweight_Level_II,3,1,1
Male,0.1590016595744681,0.46117547169811335,0.30829308208955225,yes,yes,2.0,2.646717,Sometimes,no,2.0,no,2.627515,1.358812,no,Public_Transportation,Overweight_Level_II,1,1,1
Female,0.29270610638297867,0.10459811320754708,0.18576172388059703,yes,no,2.0,1.0,Sometimes,no,1.278578,no,0.02112,0.0,no,Public_Transportation,Overweight_Level_II,3,0,0
Female,0.23645823404255317,0.1045037735849057,0.1844419328358209,yes,no,2.0,1.193729,Sometimes,no,1.846441,no,0.546402,0.235711,no,Public_Transportation,Overweight_Level_II,2,0,0
Female,0.166418085106383,0.078190566037736,0.1736560597014925,yes,no,2.0,1.477581,Sometimes,no,1.995035,no,0.324676,0.51743,no,Public_Transportation,Overweight_Level_II,1,0,0
Female,0.1419356382978723,0.11209056603773604,0.19293248507462685,yes,no,2.294067,3.209508,Sometimes,no,2.0,no,1.103088,1.261043,no,Public_Transportation,Overweight_Level_II,1,0,0
Male,0.1840381276595745,0.4434811320754717,0.3135979029850747,yes,yes,2.0,2.756622,Sometimes,no,1.606076,no,0.432973,1.749586,no,Public_Transportation,Overweight_Level_II,1,1,1
Male,0.1947725744680851,0.5152301886792454,0.32342137313432834,yes,yes,2.315932,2.658478,Sometimes,no,1.568476,no,0.949976,0.544899,Sometimes,Public_Transportation,Overweight_Level_II,2,2,1
Female,0.5127105319148936,0.4659509433962268,0.2922092164179105,yes,yes,3.0,3.0,Sometimes,no,2.166024,no,0.0,0.0,no,Automobile,Overweight_Level_II,3,1,1
Female,0.5030250425531914,0.42659433962264126,0.29910252238805973,yes,yes,2.802128,3.0,Sometimes,no,1.744628,no,0.0,0.721167,no,Automobile,Overweight_Level_II,3,1,1
Female,0.4292935106382978,0.4358886792452834,0.28650879850746264,yes,yes,2.79606,1.971472,Sometimes,no,1.921601,no,0.935217,0.704637,no,Automobile,Overweight_Level_II,3,1,1
Female,0.43044857446808504,0.38503207547169804,0.3037110298507462,yes,yes,2.086898,1.818026,Sometimes,no,2.088929,no,0.305422,1.040787,no,Automobile,Overweight_Level_II,3,1,1
Male,0.3822425957446809,0.7371849056603774,0.4422344999999999,yes,yes,2.333503,1.820779,Sometimes,no,2.559265,no,1.327193,0.481357,Sometimes,Automobile,Overweight_Level_II,3,3,2
Male,0.40820555319148943,0.7283150943396226,0.43594341044776114,yes,yes,2.0,1.724887,Sometimes,no,3.0,no,1.0,0.0,Sometimes,Automobile,Overweight_Level_II,3,3,2
Female,0.10087634042553195,0.20148867924528302,0.2446879179104477,yes,no,3.0,3.129155,Sometimes,no,2.0,no,1.634134,1.0,no,Public_Transportation,Overweight_Level_II,0,0,1
Female,0.12670759574468082,0.26245283018867926,0.2515941119402985,yes,no,3.0,3.856434,Sometimes,no,2.0,no,1.32417,1.0,Sometimes,Public_Transportation,Overweight_Level_II,1,0,1
Male,0.1209551276595745,0.472881132075472,0.29140452985074633,yes,no,1.653081,2.753418,Sometimes,no,2.192063,no,1.474937,0.518542,Sometimes,Public_Transportation,Overweight_Level_II,0,2,1
Male,0.7171510638297871,0.5545943396226414,0.3412626641791045,yes,yes,2.535315,3.0,Sometimes,no,1.146595,no,0.31381,0.0,no,Automobile,Overweight_Level_II,3,2,2
Male,0.08504274468085105,0.552177358490566,0.3432835820895522,yes,no,2.0,3.0,Sometimes,no,2.976229,no,1.0,0.121992,Sometimes,Public_Transportation,Overweight_Level_II,0,2,2
Male,0.08450608510638302,0.5744169811320754,0.3433051044776119,yes,yes,2.765769,3.0,Sometimes,no,2.845134,no,1.0,0.42683,Sometimes,Public_Transportation,Overweight_Level_II,0,2,2
Male,0.13686631914893616,0.5081924528301887,0.31187173880597013,yes,yes,2.215464,2.116195,Sometimes,no,1.80996,no,1.910577,0.971746,no,Public_Transportation,Overweight_Level_II,1,2,1
Female,0.4245624042553192,0.43821320754716986,0.28680356716417915,yes,yes,3.0,2.049908,Sometimes,no,1.999882,no,1.637368,0.10724,no,Automobile,Overweight_Level_II,3,1,1
Male,0.06466080851063832,0.6601924528301883,0.4210422985074627,yes,yes,2.0,3.0,Sometimes,no,3.0,no,1.04729,0.933802,Sometimes,Public_Transportation,Overweight_Level_II,0,3,2
Male,0.40574770212765954,0.48948679245283033,0.3284629328358209,yes,yes,2.0,1.044628,Sometimes,no,2.01051,no,2.805801,0.0,no,Automobile,Overweight_Level_II,3,2,2
Male,0.44667734042553187,0.5706716981132076,0.3416698208955224,yes,yes,2.63165,2.98212,Sometimes,no,2.778587,no,2.667739,0.905181,no,Automobile,Overweight_Level_II,3,2,2
Male,0.46211610638297873,0.44518301886792466,0.33078955223880596,yes,yes,2.0,1.009426,Sometimes,no,2.136398,no,1.060349,0.0,no,Automobile,Overweight_Level_II,3,1,2
Female,0.10650478723404261,0.2830169811320755,0.2575662164179105,yes,no,2.942154,2.667711,Sometimes,no,2.184768,no,1.524405,0.805008,Sometimes,Public_Transportation,Overweight_Level_II,0,0,1
Female,0.10320140425531915,0.1887792452830186,0.2533716417910448,yes,no,3.0,3.000974,Sometimes,no,2.0,no,2.274248,1.0,Sometimes,Public_Transportation,Overweight_Level_II,0,0,1
Male,0.3732074680851064,0.7133811320754719,0.39175908955223876,yes,yes,2.0,2.698883,Sometimes,no,2.035104,no,0.598438,0.017016,Sometimes,Automobile,Overweight_Level_II,3,3,2
Male,0.19862534042553193,0.49694339622641515,0.321533947761194,yes,yes,2.716909,2.598079,Sometimes,no,2.90545,no,1.600431,0.176892,Sometimes,Public_Transportation,Overweight_Level_II,2,2,1
Male,0.12233248936170216,0.43540377358490545,0.30314524626865674,yes,no,1.83746,3.0,Sometimes,no,2.0,no,1.194519,1.212762,no,Public_Transportation,Overweight_Level_II,0,1,1
Male,0.11841480851063829,0.48223396226415094,0.2912360074626866,yes,no,1.936479,2.837388,Sometimes,no,2.159987,no,1.475772,0.646514,Sometimes,Public_Transportation,Overweight_Level_II,0,2,1
Male,0.3480371276595745,0.7393433962264151,0.4075689999999999,yes,yes,2.045027,2.946063,Sometimes,no,1.307563,no,1.442485,0.934493,Sometimes,Public_Transportation,Overweight_Level_II,3,3,2
Male,0.276595744680851,0.7263886792452832,0.4483841641791045,yes,yes,2.760607,1.0,Sometimes,no,1.336378,no,1.898889,0.487375,Sometimes,Public_Transportation,Overweight_Level_II,3,3,2
Male,0.15702842553191487,0.5185641509433965,0.3229578358208955,yes,yes,2.09449,1.873484,Sometimes,no,2.0,no,2.079709,0.880414,Sometimes,Public_Transportation,Overweight_Level_II,1,2,1
Male,0.4074873404255319,0.4436358490566037,0.33572309701492536,yes,yes,2.0,2.473911,Sometimes,no,2.452789,no,0.932792,0.0,no,Automobile,Overweight_Level_II,3,1,2
Male,0.08510638297872342,0.5662207547169813,0.3535234402985074,yes,yes,2.907062,3.0,Sometimes,no,2.740848,no,1.219827,0.037634,Sometimes,Public_Transportation,Overweight_Level_II,0,2,2
Male,0.38811887234042564,0.5810584905660381,0.36497029104477613,yes,yes,2.0,1.79558,Sometimes,no,1.855054,no,1.083572,0.218574,Sometimes,Public_Transportation,Overweight_Level_II,3,2,2
Male,0.3758045531914894,0.752764150943396,0.44710642537313433,yes,yes,2.399531,2.623079,Sometimes,no,2.535127,no,1.030752,0.606264,Sometimes,Automobile,Overweight_Level_II,3,3,2
Male,0.22015774468085103,0.6399867924528304,0.3760715597014926,yes,yes,1.521604,2.174968,Sometimes,no,2.0,no,0.0,0.632467,Sometimes,Public_Transportation,Overweight_Level_II,2,3,2
Male,0.22047072340425533,0.5031641509433964,0.34523387313432835,yes,yes,2.0,2.676148,Sometimes,no,2.083939,no,0.632164,0.993786,Sometimes,Public_Transportation,Overweight_Level_II,2,2,2
Female,0.11622793617021276,0.18890943396226412,0.23086621641791033,yes,no,2.501683,3.394788,Sometimes,no,1.337378,no,0.932888,1.0,no,Public_Transportation,Overweight_Level_II,0,0,1
Female,0.45600125531914903,0.4022226415094341,0.30697885820895515,yes,yes,2.0,3.0,Sometimes,no,1.992548,no,0.039207,1.528714,no,Automobile,Overweight_Level_II,3,1,1
Female,0.4226437659574469,0.43263962264150946,0.28623445522388063,yes,yes,2.76802,2.137068,Sometimes,no,1.873591,no,0.966973,0.691944,no,Automobile,Overweight_Level_II,3,1,1
Male,0.20866342553191486,0.5267490566037734,0.3248301492537314,yes,yes,2.742796,2.937607,Sometimes,no,1.99467,no,1.0,0.023564,Sometimes,Public_Transportation,Overweight_Level_II,2,2,1
Male,0.5443789574468085,0.5078358490566037,0.3542152462686567,yes,yes,2.325623,1.313403,Sometimes,no,1.94609,no,0.604259,0.0,no,Automobile,Overweight_Level_II,3,2,2
Female,0.6770482340425532,0.44778490566037776,0.30905967910447757,yes,yes,2.076689,3.0,Sometimes,no,1.026729,no,0.647798,0.0,no,Automobile,Overweight_Level_II,3,1,1
Male,0.25382438297872345,0.6083943396226412,0.49253731343283574,yes,yes,3.0,3.0,Sometimes,no,2.045069,no,1.725931,1.619596,Sometimes,Public_Transportation,Obesity_Type_I,2,3,2
Male,0.25622846808510635,0.7304094339622642,0.4978523805970149,yes,yes,3.0,3.0,Sometimes,no,2.509147,no,2.0,1.564796,Sometimes,Public_Transportation,Obesity_Type_I,3,3,2
Male,0.35216514893617024,0.6309,0.4766604850746268,yes,yes,2.271306,3.0,Sometimes,no,1.771198,no,2.0,0.413752,Sometimes,Automobile,Obesity_Type_I,3,3,2
Male,0.5480760638297872,0.6462396226415095,0.4685082014925373,yes,yes,2.33361,2.113575,Sometimes,no,2.504136,no,2.998981,1.0,Sometimes,Automobile,Obesity_Type_I,3,3,2
Female,0.36992351063829787,0.2010924528301885,0.29278612686567157,yes,yes,2.13683,2.092179,Sometimes,no,1.505381,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I,3,0,1
Female,0.24906989361702125,0.2557490566037739,0.3085915149253731,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.0,0.0,Sometimes,Public_Transportation,Obesity_Type_I,2,0,1
Female,0.6298915106382978,0.22496981132075478,0.3196066268656716,yes,yes,2.909853,1.0,Sometimes,no,2.0,no,1.308852,0.0,no,Automobile,Obesity_Type_I,3,0,1
Female,0.6024695744680851,0.25272264150943435,0.32042088059701485,yes,yes,2.490507,2.974204,Sometimes,no,1.846754,no,0.0,0.0,no,Automobile,Obesity_Type_I,3,0,1
Female,0.18413438297872342,0.3230811320754716,0.3208955223880597,yes,yes,1.063449,1.0,Sometimes,no,2.0,no,0.0,1.482016,Sometimes,Public_Transportation,Obesity_Type_I,1,0,1
Female,0.18467946808510638,0.2988679245283019,0.32540286567164173,yes,yes,2.699282,1.0,Sometimes,no,2.598632,no,0.292093,2.0,Sometimes,Public_Transportation,Obesity_Type_I,1,0,1
Male,0.2144579574468085,0.5347905660377359,0.4396407835820895,yes,yes,2.0,3.0,Sometimes,no,2.843675,no,1.309304,1.338655,no,Public_Transportation,Obesity_Type_I,2,2,2
